Date,Open,High,Low,Close
2013-12-17,1.6299,1.6299,1.6265,1.6265
2013-12-18,1.6265,1.6392,1.6265,1.6392
2013-12-19,1.6392,1.6392,1.6373,1.6373
2013-12-20,1.6373,1.6373,1.6337,1.6337
2013-12-23,1.6337,1.6357,1.6337,1.6357
2013-12-24,1.6357,1.6367,1.6357,1.6367
2013-12-25,1.6367,1.6367,1.6352,1.6352
2013-12-26,1.6352,1.6413,1.6352,1.6413
2013-12-27,1.6413,1.6477,1.6413,1.6477
2013-12-30,1.6477,1.6501,1.6477,1.6501
2013-12-31,1.6501,1.656,1.6501,1.656
2014-01-01,1.656,1.6568,1.656,1.6568
2014-01-02,1.6568,1.6568,1.6454,1.6454
2014-01-03,1.6454,1.6454,1.6419,1.6419
2014-01-06,1.6419,1.6419,1.6407,1.6407
2014-01-07,1.6407,1.6407,1.6403,1.6403
2014-01-08,1.6403,1.645,1.6403,1.645
2014-01-09,1.645,1.6482,1.645,1.6482
2014-01-10,1.6482,1.6484,1.6482,1.6484
2014-01-13,1.6484,1.6484,1.6388,1.6388
2014-01-14,1.6388,1.6441,1.6388,1.6441
2014-01-15,1.6441,1.6441,1.6373,1.6373
2014-01-16,1.6373,1.6373,1.6355,1.6355
2014-01-17,1.6355,1.6426,1.6355,1.6426
2014-01-20,1.6426,1.643,1.6426,1.643
2014-01-21,1.643,1.6478,1.643,1.6478
2014-01-22,1.6478,1.6575,1.6478,1.6575
2014-01-23,1.6575,1.6639,1.6575,1.6639
2014-01-24,1.6639,1.6639,1.6485,1.6485
2014-01-27,1.6485,1.6586,1.6485,1.6586
2014-01-28,1.6586,1.6586,1.658,1.658
2014-01-29,1.658,1.658,1.6565,1.6565
2014-01-30,1.6565,1.6565,1.6485,1.6485
2014-01-31,1.6485,1.6485,1.6439,1.6439
2014-02-03,1.6439,1.6439,1.6307,1.6307
2014-02-04,1.6307,1.6325,1.6307,1.6325
2014-02-05,1.6325,1.6325,1.631,1.631
2014-02-06,1.631,1.6322,1.631,1.6322
2014-02-07,1.6322,1.641,1.6322,1.641
2014-02-10,1.641,1.641,1.6405,1.6405
2014-02-11,1.6405,1.6451,1.6405,1.6451
2014-02-12,1.6451,1.6596,1.6451,1.6596
2014-02-13,1.6596,1.666,1.6596,1.666
2014-02-14,1.666,1.6749,1.666,1.6749
2014-02-17,1.6749,1.6749,1.6715,1.6715
2014-02-18,1.6715,1.6715,1.6684,1.6684
2014-02-19,1.6684,1.6684,1.668,1.668
2014-02-20,1.668,1.668,1.6653,1.6653
2014-02-21,1.6653,1.6653,1.6619,1.6619
2014-02-24,1.6619,1.6656,1.6619,1.6656
2014-02-25,1.6656,1.6683,1.6656,1.6683
2014-02-26,1.6683,1.6683,1.6673,1.6673
2014-02-27,1.6673,1.6689,1.6673,1.6689
2014-02-28,1.6689,1.6743,1.6689,1.6743
2014-03-03,1.6743,1.6743,1.6668,1.6668
2014-03-04,1.6668,1.6668,1.6664,1.6664
2014-03-05,1.6664,1.6722,1.6664,1.6722
2014-03-06,1.6722,1.6741,1.6722,1.6741
2014-03-07,1.6741,1.6741,1.6717,1.6717
2014-03-10,1.6717,1.6717,1.6647,1.6647
2014-03-11,1.6647,1.6647,1.6617,1.6617
2014-03-12,1.6617,1.6618,1.6617,1.6618
2014-03-13,1.6618,1.6625,1.6618,1.6625
2014-03-14,1.6625,1.6648,1.6625,1.6648
2014-03-17,1.6648,1.6648,1.6638,1.6638
2014-03-18,1.6638,1.6638,1.6592,1.6592
2014-03-19,1.6592,1.6592,1.654,1.654
2014-03-20,1.654,1.654,1.6505,1.6505
2014-03-21,1.6505,1.6505,1.6488,1.6488
2014-03-24,1.6488,1.65,1.6488,1.65
2014-03-25,1.65,1.653,1.65,1.653
2014-03-26,1.653,1.6584,1.653,1.6584
2014-03-27,1.6584,1.6612,1.6584,1.6612
2014-03-28,1.6612,1.664,1.6612,1.664
2014-03-31,1.664,1.6664,1.664,1.6664
2014-04-01,1.6664,1.6664,1.6631,1.6631
2014-04-02,1.6631,1.6631,1.6627,1.6627
2014-04-03,1.6627,1.6627,1.6598,1.6598
2014-04-04,1.6598,1.6598,1.6577,1.6577
2014-04-07,1.6577,1.6606,1.6577,1.6606
2014-04-08,1.6606,1.6749,1.6606,1.6749
2014-04-09,1.6749,1.6794,1.6749,1.6794
2014-04-10,1.6794,1.6794,1.6785,1.6785
2014-04-11,1.6785,1.6785,1.6733,1.6733
2014-04-14,1.6733,1.6733,1.6729,1.6729
2014-04-15,1.6729,1.673,1.6729,1.673
2014-04-16,1.673,1.6797,1.673,1.6797
2014-04-17,1.6797,1.6797,1.6795,1.6795
2014-04-18,1.6795,1.6795,1.6793,1.6793
2014-04-21,1.6793,1.6793,1.6793,1.6793
2014-04-22,1.6793,1.6826,1.6793,1.6826
2014-04-23,1.6826,1.6826,1.6783,1.6783
2014-04-24,1.6783,1.6804,1.6783,1.6804
2014-04-25,1.6804,1.6804,1.6802,1.6802
2014-04-28,1.6802,1.681,1.6802,1.681
2014-04-29,1.681,1.6828,1.681,1.6828
2014-04-30,1.6828,1.6874,1.6828,1.6874
2014-05-01,1.6874,1.6894,1.6874,1.6894
2014-05-02,1.6894,1.6894,1.6874,1.6874
2014-05-05,1.6874,1.6874,1.6868,1.6868
2014-05-06,1.6868,1.6976,1.6868,1.6976
2014-05-07,1.6976,1.6976,1.6954,1.6954
2014-05-08,1.6954,1.6954,1.6934,1.6934
2014-05-09,1.6934,1.6934,1.6852,1.6852
2014-05-12,1.6852,1.6869,1.6852,1.6869
2014-05-13,1.6869,1.6869,1.6826,1.6826
2014-05-14,1.6826,1.6826,1.6768,1.6768
2014-05-15,1.6768,1.6792,1.6768,1.6792
2014-05-16,1.6792,1.6814,1.6792,1.6814
2014-05-19,1.6814,1.6814,1.6814,1.6814
2014-05-20,1.6814,1.6841,1.6814,1.6841
2014-05-21,1.6841,1.6901,1.6841,1.6901
2014-05-22,1.6901,1.6901,1.6872,1.6872
2014-05-23,1.6872,1.6872,1.6834,1.6834
2014-05-26,1.6834,1.6844,1.6834,1.6844
2014-05-27,1.6844,1.6844,1.681,1.681
2014-05-28,1.681,1.681,1.6712,1.6712
2014-05-29,1.6712,1.6718,1.6712,1.6718
2014-05-30,1.6718,1.6757,1.6718,1.6757
2014-06-02,1.6757,1.6757,1.6747,1.6747
2014-06-03,1.6747,1.675,1.6747,1.675
2014-06-04,1.675,1.675,1.6739,1.6739
2014-06-05,1.6739,1.6821,1.6739,1.6821
2014-06-06,1.6821,1.6821,1.6804,1.6804
2014-06-09,1.6804,1.6805,1.6804,1.6805
2014-06-10,1.6805,1.6805,1.6758,1.6758
2014-06-11,1.6758,1.6788,1.6758,1.6788
2014-06-12,1.6788,1.6928,1.6788,1.6928
2014-06-13,1.6928,1.6966,1.6928,1.6966
2014-06-16,1.6966,1.6985,1.6966,1.6985
2014-06-17,1.6985,1.6985,1.6965,1.6965
2014-06-18,1.6965,1.6995,1.6965,1.6995
2014-06-19,1.6995,1.704,1.6995,1.704
2014-06-20,1.704,1.704,1.7014,1.7014
2014-06-23,1.7014,1.7027,1.7014,1.7027
2014-06-24,1.7027,1.7027,1.6987,1.6987
2014-06-25,1.6987,1.6987,1.6984,1.6984
2014-06-26,1.6984,1.7028,1.6984,1.7028
2014-06-27,1.7028,1.7035,1.7028,1.7035
2014-06-30,1.7035,1.7107,1.7035,1.7107
2014-07-01,1.7107,1.7153,1.7107,1.7153
2014-07-02,1.7153,1.7166,1.7153,1.7166
2014-07-03,1.7166,1.7166,1.7156,1.7156
2014-07-04,1.7156,1.7161,1.7156,1.7161
2014-07-07,1.7161,1.7161,1.713,1.713
2014-07-08,1.713,1.7132,1.713,1.7132
2014-07-09,1.7132,1.7159,1.7132,1.7159
2014-07-10,1.7159,1.7159,1.7132,1.7132
2014-07-11,1.7132,1.7132,1.7114,1.7114
2014-07-14,1.7114,1.7114,1.7085,1.7085
2014-07-15,1.7085,1.7145,1.7085,1.7145
2014-07-16,1.7145,1.7145,1.7138,1.7138
2014-07-17,1.7138,1.7138,1.7102,1.7102
2014-07-18,1.7102,1.7102,1.7086,1.7086
2014-07-21,1.7086,1.7086,1.7077,1.7077
2014-07-22,1.7077,1.7077,1.7065,1.7065
2014-07-23,1.7065,1.7065,1.7045,1.7045
2014-07-24,1.7045,1.7045,1.6987,1.6987
2014-07-25,1.6987,1.6987,1.6978,1.6978
2014-07-28,1.6978,1.6983,1.6978,1.6983
2014-07-29,1.6983,1.6983,1.6945,1.6945
2014-07-30,1.6945,1.6945,1.6915,1.6915
2014-07-31,1.6915,1.6915,1.6885,1.6885
2014-08-01,1.6885,1.6885,1.6824,1.6824
2014-08-04,1.6824,1.6864,1.6824,1.6864
2014-08-05,1.6864,1.6888,1.6864,1.6888
2014-08-06,1.6888,1.6888,1.6853,1.6853
2014-08-07,1.6853,1.6853,1.6834,1.6834
2014-08-08,1.6834,1.6834,1.6775,1.6775
2014-08-11,1.6775,1.6787,1.6775,1.6787
2014-08-12,1.6787,1.6813,1.6787,1.6813
2014-08-13,1.6813,1.6813,1.669,1.669
2014-08-14,1.669,1.669,1.6687,1.6687
2014-08-15,1.6687,1.6693,1.6687,1.6693
2014-08-18,1.6693,1.673,1.6693,1.673
2014-08-19,1.673,1.673,1.6619,1.6619
2014-08-20,1.6619,1.6619,1.6596,1.6596
2014-08-21,1.6596,1.6596,1.6581,1.6581
2014-08-22,1.6581,1.6581,1.6574,1.6574
2014-08-25,1.6574,1.658,1.6574,1.658
2014-08-26,1.658,1.658,1.6542,1.6542
2014-08-27,1.6542,1.6579,1.6542,1.6579
2014-08-28,1.6579,1.6589,1.6579,1.6587
2014-08-29,1.6587,1.6613,1.6566,1.6598
2014-09-01,1.6598,1.6642,1.6592,1.6609
2014-09-02,1.6609,1.6614,1.647,1.647
2014-09-03,1.647,1.6497,1.6443,1.6462
2014-09-04,1.6462,1.6464,1.6331,1.6333
2014-09-05,1.6333,1.6337,1.6287,1.6327
2014-09-08,1.6327,1.6327,1.6103,1.6106
2014-09-09,1.6106,1.6154,1.6065,1.6107
2014-09-10,1.6107,1.6229,1.6056,1.6212
2014-09-11,1.6212,1.6229,1.6056,1.6205
2014-09-12,1.6205,1.6276,1.6205,1.6267
2014-09-15,1.6267,1.6267,1.6259,1.6259
2014-09-16,1.6259,1.6267,1.6224,1.6229
2014-09-17,1.6229,1.6308,1.6166,1.6263
2014-09-18,1.6263,1.6357,1.6249,1.6268
2014-09-19,1.6268,1.6459,1.6254,1.6289
2014-09-22,1.6289,1.6289,1.6289,1.6289
2014-09-23,1.6289,1.637,1.6289,1.6369
2014-09-24,1.6369,1.6415,1.6306,1.6392
2014-09-25,1.6392,1.6412,1.6319,1.6327
2014-09-26,1.6327,1.634,1.6251,1.6251
2014-09-29,1.6251,1.6251,1.6247,1.6247
2014-09-30,1.6247,1.6274,1.6218,1.6245
2014-10-01,1.6245,1.6285,1.617,1.6216
2014-10-02,1.6216,1.6222,1.6165,1.6189
2014-10-03,1.6189,1.6249,1.5978,1.5978
2014-10-06,1.5978,1.5978,1.5966,1.5966
2014-10-07,1.5966,1.6097,1.5963,1.6079
2014-10-08,1.6079,1.6127,1.6029,1.6096
2014-10-09,1.6096,1.618,1.6035,1.6164
2014-10-10,1.6164,1.6224,1.608,1.608
2014-10-13,1.608,1.608,1.6076,1.6076
2014-10-14,1.6076,1.6125,1.6054,1.6071
2014-10-15,1.6071,1.6079,1.5888,1.5892
2014-10-16,1.5892,1.6095,1.5892,1.609
2014-10-17,1.609,1.6108,1.5945,1.6097
2014-10-20,1.6097,1.6097,1.6097,1.6097
2014-10-21,1.6097,1.6177,1.6083,1.6162
2014-10-22,1.6162,1.6183,1.6109,1.6111
2014-10-23,1.6111,1.6129,1.6015,1.6046
2014-10-24,1.6046,1.6091,1.5998,1.6091
2014-10-27,1.6091,1.6145,1.6091,1.6121
2014-10-28,1.6121,1.6145,1.6092,1.6125
2014-10-29,1.6125,1.6181,1.6091,1.6142
2014-10-30,1.6142,1.6142,1.5954,1.6003
2014-10-31,1.6003,1.6037,1.5954,1.5997
2014-11-03,1.5997,1.5997,1.5997,1.5997
2014-11-04,1.5997,1.602,1.5931,1.5977
2014-11-05,1.5977,1.6022,1.5876,1.6006
2014-11-06,1.6006,1.6025,1.5964,1.5964
2014-11-07,1.5964,1.5964,1.5795,1.5874
2014-11-10,1.5874,1.5874,1.5873,1.5873
2014-11-11,1.5873,1.5919,1.5842,1.5852
2014-11-12,1.5852,1.5946,1.5836,1.5926
2014-11-13,1.5926,1.5944,1.576,1.577
2014-11-14,1.577,1.577,1.5596,1.5669
2014-11-17,1.5669,1.5737,1.5621,1.5642
2014-11-18,1.5642,1.568,1.5631,1.5633
2014-11-19,1.5633,1.5721,1.5591,1.5682
2014-11-20,1.5682,1.5737,1.5633,1.5693
2014-11-21,1.5693,1.5716,1.5629,1.5658
2014-11-24,1.5658,1.5716,1.5629,1.5707
2014-11-25,1.5707,1.5737,1.5649,1.5708
2014-11-26,1.5708,1.5807,1.568,1.5793
2014-11-27,1.5793,1.5827,1.5717,1.5737
2014-11-28,1.5737,1.5741,1.5615,1.5646
2014-12-01,1.5646,1.5764,1.5598,1.573
2014-12-02,1.573,1.574,1.5633,1.5638
2014-12-03,1.5638,1.572,1.5621,1.5687
2014-12-04,1.5687,1.5727,1.5645,1.5674
2014-12-05,1.5678,1.5696,1.557,1.5583
2014-12-08,1.5583,1.5681,1.5542,1.5653
2014-12-09,1.5654,1.5718,1.5627,1.5669
2014-12-10,1.5667,1.5721,1.5648,1.5715
2014-12-11,1.5717,1.5758,1.5654,1.5732
2014-12-12,1.5733,1.5748,1.5696,1.5717
2014-12-15,1.5717,1.5749,1.5603,1.5638
2014-12-16,1.5638,1.5787,1.5615,1.575
2014-12-17,1.5751,1.5754,1.5548,1.5576
2014-12-18,1.5577,1.5678,1.5551,1.5671
2014-12-19,1.5672,1.5684,1.5606,1.5626
2014-12-22,1.5626,1.5667,1.5574,1.5591
2014-12-23,1.5591,1.561,1.5488,1.5521
2014-12-24,1.5522,1.5566,1.5505,1.5559
2014-12-25,1.556,1.5578,1.5535,1.556
2014-12-26,1.5557,1.5571,1.5538,1.5559
2014-12-29,1.5559,1.5588,1.5508,1.5518
2014-12-30,1.5517,1.5575,1.5502,1.5563
2014-12-31,1.5565,1.5622,1.555,1.5579
2015-01-01,1.5579,1.5592,1.5577,1.5579
2015-01-02,1.5579,1.5579,1.5328,1.5329
2015-01-05,1.5329,1.5329,1.5204,1.525
2015-01-06,1.525,1.5276,1.5142,1.5152
2015-01-07,1.5153,1.5156,1.5058,1.5112
2015-01-08,1.5113,1.5119,1.5036,1.509
2015-01-09,1.5089,1.5177,1.5078,1.5159
2015-01-12,1.5159,1.5189,1.51,1.5172
2015-01-13,1.5173,1.5194,1.5079,1.5161
2015-01-14,1.5162,1.5269,1.5146,1.5235
2015-01-15,1.5236,1.5266,1.5152,1.5184
2015-01-16,1.5182,1.5236,1.5077,1.5151
2015-01-19,1.5151,1.518,1.5109,1.5115
2015-01-20,1.5115,1.5201,1.506,1.5146
2015-01-21,1.5145,1.5182,1.5083,1.5143
2015-01-22,1.5143,1.5212,1.4974,1.5013
2015-01-23,1.5012,1.5036,1.4953,1.4992
2015-01-26,1.4992,1.5105,1.4992,1.5079
2015-01-27,1.5076,1.5225,1.5061,1.5198
2015-01-28,1.5197,1.522,1.5133,1.514
2015-01-29,1.5139,1.5163,1.5022,1.5068
2015-01-30,1.5069,1.5097,1.4991,1.5064
2015-02-02,1.5064,1.509,1.5007,1.5039
2015-02-03,1.504,1.5198,1.4991,1.5167
2015-02-04,1.5166,1.5252,1.514,1.5184
2015-02-05,1.5182,1.5345,1.5169,1.5329
2015-02-06,1.533,1.5354,1.5212,1.5245
2015-02-09,1.5245,1.5269,1.5202,1.5216
2015-02-10,1.5215,1.5275,1.5199,1.5255
2015-02-11,1.5257,1.5303,1.522,1.5239
2015-02-12,1.524,1.5416,1.5213,1.5384
2015-02-13,1.5385,1.5424,1.5372,1.5397
2015-02-16,1.5397,1.5442,1.5341,1.5364
2015-02-17,1.5365,1.5404,1.5317,1.5354
2015-02-18,1.5353,1.5481,1.5343,1.5438
2015-02-19,1.5437,1.5469,1.5406,1.5416
2015-02-20,1.5417,1.5436,1.5345,1.5399
2015-02-23,1.5399,1.5475,1.5333,1.5457
2015-02-24,1.5458,1.5475,1.5404,1.5455
2015-02-25,1.5456,1.554,1.5447,1.553
2015-02-26,1.5529,1.5555,1.5395,1.5407
2015-02-27,1.5408,1.546,1.5385,1.5436
2015-03-02,1.5436,1.5436,1.5352,1.5365
2015-03-03,1.5366,1.54,1.5345,1.5361
2015-03-04,1.5363,1.5374,1.5253,1.5266
2015-03-05,1.5267,1.5271,1.5216,1.5242
2015-03-06,1.5241,1.5257,1.5032,1.5038
2015-03-09,1.5038,1.5139,1.5038,1.5129
2015-03-10,1.5128,1.5132,1.5031,1.507
2015-03-11,1.5071,1.5099,1.4896,1.4932
2015-03-12,1.4931,1.5026,1.4852,1.4884
2015-03-13,1.4885,1.4899,1.4702,1.4744
2015-03-16,1.4744,1.4854,1.4744,1.4831
2015-03-17,1.4832,1.4847,1.4725,1.475
2015-03-18,1.4749,1.5144,1.4635,1.498
2015-03-19,1.4979,1.5003,1.4692,1.4754
2015-03-20,1.4752,1.4991,1.4723,1.4956
2015-03-23,1.4956,1.4974,1.484,1.4954
2015-03-24,1.4955,1.4986,1.4844,1.4852
2015-03-25,1.4853,1.4955,1.4832,1.4883
2015-03-26,1.4881,1.4995,1.4808,1.485
2015-03-27,1.4852,1.4922,1.4798,1.4882
2015-03-30,1.4882,1.4886,1.4754,1.4813
2015-03-31,1.4812,1.4873,1.4757,1.4819
2015-04-01,1.4818,1.4873,1.4741,1.4824
2015-04-02,1.4825,1.4869,1.4778,1.4829
2015-04-03,1.483,1.4945,1.4811,1.4919
2015-04-06,1.4919,1.4983,1.4872,1.4882
2015-04-07,1.488,1.4921,1.4804,1.4808
2015-04-08,1.4809,1.4974,1.4808,1.4868
2015-04-09,1.4869,1.4889,1.4685,1.4713
2015-04-10,1.4714,1.4726,1.4589,1.4633
2015-04-13,1.4633,1.4684,1.4567,1.4676
2015-04-14,1.4677,1.4803,1.4605,1.4782
2015-04-15,1.4783,1.4855,1.4702,1.4844
2015-04-16,1.4843,1.4972,1.4814,1.4936
2015-04-17,1.4935,1.5055,1.4918,1.4964
2015-04-20,1.4964,1.4986,1.489,1.4908
2015-04-21,1.4907,1.4975,1.4857,1.4927
2015-04-22,1.4928,1.5082,1.4915,1.5038
2015-04-23,1.5037,1.5072,1.4962,1.5057
2015-04-24,1.5058,1.519,1.5028,1.5188
2015-04-27,1.5188,1.5263,1.5108,1.5239
2015-04-28,1.524,1.5345,1.5178,1.534
2015-04-29,1.5341,1.5499,1.5328,1.544
2015-04-30,1.5439,1.5494,1.5306,1.5353
2015-05-01,1.5352,1.5398,1.5117,1.5143
2015-05-04,1.5143,1.5177,1.5091,1.5121
2015-05-05,1.5123,1.5219,1.5091,1.5184
2015-05-06,1.5183,1.5289,1.5152,1.5247
2015-05-07,1.5248,1.5277,1.5165,1.5251
2015-05-08,1.5244,1.5524,1.5244,1.5375
2015-05-11,1.5448,1.5615,1.5394,1.5588
2015-05-12,1.5587,1.571,1.5558,1.5673
2015-05-13,1.567,1.5769,1.5633,1.5745
2015-05-14,1.5744,1.5814,1.5728,1.5776
2015-05-15,1.5775,1.5809,1.5702,1.5726
2015-05-18,1.5726,1.5739,1.5638,1.5653
2015-05-19,1.5652,1.5671,1.5447,1.5509
2015-05-20,1.5513,1.5588,1.5473,1.5537
2015-05-21,1.5536,1.57,1.5526,1.5661
2015-05-22,1.5662,1.569,1.546,1.5489
2015-05-25,1.5489,1.5508,1.5457,1.5471
2015-05-26,1.5469,1.5476,1.5355,1.5383
2015-05-27,1.5384,1.5438,1.5302,1.5355
2015-05-28,1.5357,1.5385,1.526,1.5313
2015-05-29,1.5315,1.5343,1.5236,1.529
2015-06-01,1.529,1.5305,1.5171,1.5201
2015-06-02,1.52,1.5368,1.518,1.5343
2015-06-03,1.5344,1.5374,1.5253,1.5339
2015-06-04,1.534,1.5441,1.5304,1.5366
2015-06-05,1.5362,1.5371,1.5191,1.5269
2015-06-08,1.5269,1.5364,1.5221,1.535
2015-06-09,1.5349,1.5389,1.5258,1.5386
2015-06-10,1.5385,1.5553,1.5369,1.5531
2015-06-11,1.553,1.5535,1.5422,1.5517
2015-06-12,1.5518,1.5597,1.5467,1.5562
2015-06-15,1.5562,1.5614,1.5487,1.5602
2015-06-16,1.5601,1.5654,1.5542,1.5648
2015-06-17,1.5649,1.5847,1.5625,1.5832
2015-06-18,1.583,1.593,1.5807,1.588
2015-06-19,1.5881,1.5897,1.5835,1.5882
2015-06-22,1.5882,1.5911,1.5805,1.5825
2015-06-23,1.5824,1.5831,1.5709,1.5728
2015-06-24,1.5731,1.5803,1.5667,1.5707
2015-06-25,1.5706,1.577,1.5677,1.5746
2015-06-26,1.5747,1.5766,1.5709,1.5748
2015-06-29,1.5748,1.5788,1.5683,1.5739
2015-06-30,1.5738,1.5776,1.5692,1.5709
2015-07-01,1.5711,1.5735,1.5593,1.5618
2015-07-02,1.5617,1.5638,1.5565,1.5609
2015-07-03,1.561,1.5645,1.5561,1.5571
2015-07-06,1.5571,1.5628,1.5532,1.5603
2015-07-07,1.5605,1.5608,1.5413,1.5463
2015-07-08,1.5462,1.5467,1.533,1.536
2015-07-09,1.5361,1.5421,1.5344,1.538
2015-07-10,1.5381,1.555,1.5364,1.5517
2015-07-13,1.5517,1.559,1.5481,1.5487
2015-07-14,1.5488,1.5639,1.5451,1.5635
2015-07-15,1.5637,1.5676,1.5577,1.564
2015-07-16,1.5638,1.5651,1.556,1.561
2015-07-17,1.5611,1.5672,1.5557,1.5606
2015-07-20,1.5606,1.5628,1.5538,1.5565
2015-07-21,1.5564,1.5591,1.5529,1.5557
2015-07-22,1.5558,1.5644,1.5551,1.5612
2015-07-23,1.5611,1.5671,1.5501,1.5514
2015-07-24,1.5515,1.5527,1.5467,1.551
2015-07-27,1.551,1.5596,1.5491,1.5559
2015-07-28,1.556,1.5628,1.5528,1.5611
2015-07-29,1.5614,1.5691,1.5588,1.5604
2015-07-30,1.5603,1.5643,1.5562,1.5601
2015-07-31,1.5602,1.5678,1.555,1.5622
2015-08-03,1.5622,1.5646,1.5565,1.5585
2015-08-04,1.5586,1.5634,1.5558,1.5564
2015-08-05,1.5563,1.565,1.5526,1.5603
2015-08-06,1.5604,1.5637,1.5468,1.5511
2015-08-07,1.5512,1.5547,1.5425,1.5494
2015-08-10,1.5494,1.5607,1.5457,1.5591
2015-08-11,1.5592,1.5617,1.5555,1.5572
2015-08-12,1.5573,1.5661,1.5535,1.5613
2015-08-13,1.5614,1.5638,1.5574,1.5611
2015-08-14,1.5612,1.5661,1.5589,1.5642
2015-08-17,1.5642,1.5688,1.5579,1.5586
2015-08-18,1.5588,1.5718,1.5563,1.566
2015-08-19,1.5662,1.57,1.5635,1.5679
2015-08-20,1.568,1.5702,1.5607,1.569
2015-08-21,1.5689,1.5724,1.5658,1.5691
2015-08-24,1.5691,1.5785,1.563,1.5777
2015-08-25,1.5776,1.5819,1.5681,1.5687
2015-08-26,1.5688,1.5721,1.5453,1.5464
2015-08-27,1.5465,1.551,1.537,1.5402
2015-08-28,1.5403,1.5443,1.5336,1.5391
2015-08-31,1.5391,1.5438,1.534,1.5345
2015-09-01,1.5344,1.5409,1.53,1.5305
2015-09-02,1.5304,1.5327,1.5266,1.5299
2015-09-03,1.53,1.5314,1.5219,1.5258
2015-09-04,1.5256,1.5276,1.5165,1.5169
2015-09-07,1.5169,1.5289,1.5169,1.5275
2015-09-08,1.5274,1.5413,1.527,1.5395
2015-09-09,1.5396,1.5405,1.5349,1.5369
2015-09-10,1.5368,1.5476,1.534,1.5445
2015-09-11,1.5446,1.5464,1.5401,1.543
2015-09-14,1.543,1.5471,1.5373,1.5427
2015-09-15,1.5428,1.5458,1.5329,1.5343
2015-09-16,1.5344,1.5529,1.533,1.5493
2015-09-17,1.5494,1.5627,1.5487,1.5589
2015-09-18,1.559,1.5659,1.5515,1.5533
2015-09-21,1.553,1.5568,1.5483,1.5507
2015-09-22,1.5508,1.553,1.5341,1.5366
2015-09-23,1.5367,1.5368,1.5221,1.5245
2015-09-24,1.5246,1.5289,1.52,1.5243
2015-09-25,1.5242,1.5261,1.5138,1.5181
2015-09-28,1.5181,1.5241,1.5157,1.5173
2015-09-29,1.5174,1.5205,1.5129,1.515
2015-09-30,1.5151,1.5213,1.5108,1.5129
2015-10-01,1.5128,1.518,1.5107,1.513
2015-10-02,1.5131,1.5239,1.5128,1.518
2015-10-05,1.518,1.5245,1.5138,1.5146
2015-10-06,1.5145,1.5244,1.514,1.5228
2015-10-07,1.5227,1.5339,1.5224,1.5318
2015-10-08,1.5319,1.5373,1.5263,1.5348
2015-10-09,1.5347,1.5385,1.53,1.533
2015-10-12,1.533,1.5374,1.5315,1.5347
2015-10-13,1.5346,1.5388,1.5201,1.5248
2015-10-14,1.5247,1.5496,1.5246,1.5477
2015-10-15,1.5478,1.5509,1.5415,1.546
2015-10-16,1.5462,1.5486,1.543,1.544
2015-10-19,1.544,1.5497,1.5427,1.5465
2015-10-20,1.5464,1.5507,1.5436,1.5445
2015-10-21,1.5443,1.5477,1.5413,1.542
2015-10-22,1.5418,1.5506,1.5369,1.5394
2015-10-23,1.5393,1.542,1.5305,1.5314
2015-10-26,1.5314,1.5382,1.5311,1.5353
2015-10-27,1.5352,1.536,1.5282,1.53
2015-10-28,1.5301,1.5348,1.5248,1.5263
2015-10-29,1.5262,1.5324,1.5243,1.5311
2015-10-30,1.531,1.5469,1.5307,1.5427
2015-11-02,1.5427,1.5497,1.5405,1.5418
2015-11-03,1.5417,1.5446,1.536,1.5422
2015-11-04,1.5421,1.5445,1.536,1.5387
2015-11-05,1.5385,1.5402,1.5205,1.5208
2015-11-06,1.5207,1.522,1.5026,1.5049
2015-11-09,1.5049,1.5129,1.5049,1.5115
2015-11-10,1.5114,1.5147,1.5091,1.5119
2015-11-11,1.512,1.5222,1.5116,1.5212
2015-11-12,1.5213,1.5247,1.5174,1.5234
2015-11-13,1.5232,1.5266,1.5188,1.5236
2015-11-16,1.5236,1.5236,1.5182,1.5202
2015-11-17,1.5203,1.5238,1.5155,1.5213
2015-11-18,1.5214,1.5248,1.5188,1.5236
2015-11-19,1.5237,1.5337,1.5227,1.5291
2015-11-20,1.5292,1.5311,1.5182,1.5192
2015-11-23,1.5192,1.5192,1.5109,1.5123
2015-11-24,1.5125,1.5156,1.5053,1.5085
2015-11-25,1.5082,1.5136,1.5056,1.5128
2015-11-26,1.5127,1.5131,1.5066,1.5101
2015-11-27,1.5102,1.5107,1.503,1.5033
2015-11-30,1.5033,1.5069,1.4994,1.5056
2015-12-01,1.5058,1.5127,1.5051,1.5083
2015-12-02,1.5082,1.5083,1.4898,1.4951
2015-12-03,1.4952,1.516,1.4905,1.5144
2015-12-04,1.5145,1.5156,1.5078,1.5111
2015-12-07,1.5111,1.5117,1.5045,1.5056
2015-12-08,1.5054,1.5062,1.4957,1.5009
2015-12-09,1.501,1.5191,1.5004,1.5181
2015-12-10,1.5179,1.5203,1.5112,1.5161
2015-12-11,1.516,1.524,1.5125,1.522
2015-12-14,1.522,1.522,1.5108,1.5143
2015-12-15,1.5142,1.5185,1.5029,1.5039
2015-12-16,1.5038,1.51,1.4963,1.5004
2015-12-17,1.5003,1.5004,1.4866,1.4903
2015-12-18,1.49,1.4951,1.4886,1.4896
2015-12-21,1.4896,1.493,1.4879,1.4884
2015-12-22,1.4885,1.4908,1.4806,1.4828
